"","locationName","lat","long"
"1739","Nashville, TN",36.1626638,-86.7816016
"1740","New York, NY",40.7127837,-74.0059413
"1741","Jersey",49.214439,-2.13125
"1742","Fairfield, CT",41.1408363,-73.2612615
"1743","United States",37.09024,-95.712891
"1744","Syracuse, NY",43.0481221,-76.1474244
"1745","United States",37.09024,-95.712891
"1746","Sydney (via Bris) Australia",-37.710161,144.961275
"1747","New Mexico, USA",34.5199402,-105.8700901
"1748","GA",32.1656221,-82.9000751
"1749","SP",-23.5431786,-46.6291845
"1750","New York, NY",40.7127837,-74.0059413
"1751","Miami, FL.",25.7616798,-80.1917902
"1752","htx",40.8212188,-73.2519376
"1753","Athens & College Park, GA",37.9838096,23.7275388
"1754","Canada, Red Deer ",52.2681118,-113.8112386
"1755","maceió",-9.6498487,-35.7089492
"1756","gotham city",40.7127837,-74.0059413
"1757","USA",37.09024,-95.712891
"1758","NJ, USA",40.0583238,-74.4056612
"1759","Jacksonville, Florida ",30.3321838,-81.655651
"1760","Denver, Co.",39.7392358,-104.990251
"1761","Gardiner, Maine",44.2300698,-69.7753222
"1762","Jersey bred ",40.2949331,-74.033118
"1763","Atlanta, GA",33.7489954,-84.3879824
"1764","Massachusetts, USA",42.4072107,-71.3824374
"1765","Canada",56.130366,-106.346771
"1766","München, Bayern",48.1351253,11.5819806
"1767","Chile | sc:ioopshilarry",-33.4273924,-70.6170817
"1768","Las Vegas, NV",36.1699412,-115.1398296
"1769","NW London",51.5073509,-0.1277583
"1770","757 all day VA",37.26843,-79.9555784
"1771","Halifax, Nova Scotia",44.6487635,-63.5752387
"1772","mount airy , north georgia usa",34.5187106,-83.5007265
"1773","Ward No. 6",28.6661179,-97.4148961
"1774","California, USA",36.778261,-119.4179324
"1775","Colombia",4.570868,-74.297333
"1776","Mumbai, India",19.0759837,72.8776559
"1777","Middletown,CT",41.5623209,-72.6506488
"1778","Twitter",37.7767964,-122.4166041
"1779","Pompano Beach, FL",26.2378597,-80.1247667
"1780","Philippines",12.879721,121.774017
"1781","Boston, MA",42.3600825,-71.0588801
"1782","Hawaii, USA",19.8967662,-155.5827818
"1783","Germany ",51.165691,10.451526
"1784","Sydney, New South Wales",-33.8688197,151.2092955
"1785","The White House",38.8976763,-77.0365298
"1786","Baker St, 221B",51.5237737,-0.1585369
"1787","Ironton Ohio",38.5367471,-82.6829406
"1788","Safe Place",38.2100639,-85.7508543
"1789","Columbus, OH",39.9611755,-82.9987942
"1790","Rockland",42.1306563,-70.9161551
"1791","Garden Grove
",33.7739053,-117.9414477
"1792","Turlock, Central Valley, CA",37.4969293,-120.8434283
"1793","Montréal, Québec",45.5016889,-73.567256
"1794","Guayaquil, Ecuador",-2.1709979,-79.9223592
"1795","Brazil,Filipinas...",14.4845166,121.0365076
"1796","Bogor Kelapa Nunggal",-6.4468869,106.9440326
"1797","Milton, MA",42.2495321,-71.0661653
"1798","Baton Rouge",30.4582829,-91.1403196
"1799","New York, NY",40.7127837,-74.0059413
"1800","everywhere",33.7589188,-84.3640829
"1801","st.johns ",40.7215967,-73.7946899
"1802","Glasgow, Scotland",55.864237,-4.251806
"1803","São Paulo, Brazil",-23.5505199,-46.6333094
"1804","Florida, USA",27.6648274,-81.5157535
"1805","Assis Chateaubriand, Brasil",-24.4066881,-53.5142422
"1806","Madison, Wisconsin",43.0730517,-89.4012302
"1807","United States",37.09024,-95.712891
"1808","São Paulo, Brasil",-23.5505199,-46.6333094
"1809","Serra do Rio",-28.407222,-49.546111
"1810","Indaiatuba, São Paulo",-23.0886496,-47.2089525
"1811","Atlantic City, NJ",39.3642834,-74.4229266
"1812","Tucuman - Argentina",-26.8082848,-65.2175903
"1813","Australia",-25.274398,133.775136
"1814","Dublin Ireland  NewYork ",40.6413111,-73.7781391
"1815","Montgomery, TX",30.3882613,-95.6963355
"1816","Dublin Ireland New York",53.3495587,-6.2436891
"1817","Dallas, TX",32.7766642,-96.7969879
"1818","Indonesia",-0.789275,113.921327
"1819","Palmdale, CA",34.5794343,-118.1164613
"1820","443/Enemy territory",43.9888339,-90.5197148
"1821","Gwinnett",33.9190653,-84.0167423
"1822","Canada",56.130366,-106.346771
"1823","Los Angeles / Disneyland ",33.8120918,-117.9189742
"1824","Bangalore",12.9715987,77.5945627
"1825","America",37.09024,-95.712891
"1826","Los Angeles, CA",34.0522342,-118.2436849
"1827","Philadelphia, PA",39.9525839,-75.1652215
"1828","ÜT: 10.498023,-66.851165",41.0364451,-111.6775872
"1829","Talk geeky to me",49.6967776,-112.8243335
"1830","Mongolia",46.862496,103.846656
"1831","Brasil",-14.235004,-51.92528
"1832","arg",38.927775,-77.216339
"1833","Montréal",45.5016889,-73.567256
"1834","Internet",33.4926777,-112.1221652
"1835","012",33.8621962,-105.9596358
"1836","Berlin",52.5200066,13.404954
"1837","Ecuador",-1.831239,-78.183406
"1838","Kyiv, London",50.4119842,30.4432539
"1839","New York, USA",40.7127837,-74.0059413
"1840","Toronto, Ontario",43.653226,-79.3831843
"1841","Worldwide (Sydney, Australia)",-33.86799,151.204868
"1842","Isle of Man",54.236107,-4.548056
"1843","Brasil",-14.235004,-51.92528
"1844","Itapecerica da Serra, Brasil",-23.7166271,-46.8576421
"1845","PH",12.879721,121.774017
"1846","Phoenix, AZ",33.4483771,-112.0740373
"1847","In the clouds.",43.733949,-71.323961
"1848","your window",42.4876215,-83.1463699
"1849","New Orleans<U+2708>Japan",29.9922012,-90.2590112
"1850","Maine",45.253783,-69.4454689
"1851","NY/NJ",40.7127837,-74.0059413
"1852","Memphis",35.1495343,-90.0489801
"1853","Rio de Janeiro, Brasil",-22.9068467,-43.1728965
"1854","CFL -NFL- AFL",45.4559071,-73.6196451
"1855","São Paulo, Brasil",-23.5505199,-46.6333094
"1856","Tangerang, Indonesia",-6.2023936,106.6527099
"1857","KTX",33.7541215,-84.4918471
"1858","Southern Illinois",37.7136372,-89.2179628
"1859","São Paulo, Brasil",-23.5505199,-46.6333094
"1860","Vancouver, BC",49.2827291,-123.1207375
"1861","Starbucks",47.613957,-122.32818
"1862","Somewhere in America...",39.731067,-84.028839
"1863","Mansoura,El Daqahlia, Egypt",31.0409483,31.3784704
"1864","Cleveland, OH",41.49932,-81.6943605
"1865","OC//CA",33.7174708,-117.8311428
"1866","Anytown, USA",44.0878764,-87.6595231
"1867","A Mississippi River Boat",42.4954815,-90.6565839
"1868","The Pool Store, Inc.",45.1538407,-93.2363076
"1869","London/New York/Sydney",40.6413111,-73.7781391
"1870","Walla Walla, WA",46.0645809,-118.3430209
"1871","pb",-7.2399609,-36.7819505
"1872","TN /FL",28.0107088,-82.4354028
"1873","Greer, SC",34.9387279,-82.2270568
"1874","Not West GA",33.000298,-85.046327
"1875","Charlestown, Mass..",42.3782065,-71.0602131
"1876","Harlingen, TX <U+2708><U+FE0F>San Antonio,tx",26.2239796,-97.6618154
"1877","Miami, FL",25.7616798,-80.1917902
"1878","Toronto",43.653226,-79.3831843
"1879","Rio de Janeiro",-22.9068467,-43.1728965
"1880","Santa Catarina, Brasil",-27.2423392,-50.2188556
"1881","Bad Gastein, Austria",47.1140887,13.132661
"1882","Canada",56.130366,-106.346771
"1883","Des Moines, IA",41.6005448,-93.6091064
"1884","Medellín, Colombia",6.244203,-75.5812119
"1885","New York City",40.7127837,-74.0059413
"1886","New York, NY",40.7127837,-74.0059413
"1887","New York, USA",40.7127837,-74.0059413
"1888","Minneapolis, MN",44.977753,-93.2650108
"1889","Philadelphia, PA",39.9525839,-75.1652215
"1890","IU Bloomington ",39.1766135,-86.5130173
"1891","Rio de Janeiro",-22.9068467,-43.1728965
"1892","Chicagoland",41.7435073,-88.0118473
"1893","Rio de Janeiro, Brasil",-22.9068467,-43.1728965
"1894","Lady Gaga",28.440958,-81.41945
"1895","<U+0E25><U+0E32><U+0E14><U+0E01><U+0E23><U+0E30><U+0E1A><U+0E31><U+0E07>, <U+0E01><U+0E23><U+0E38><U+0E07><U+0E40><U+0E17><U+0E1E><U+0E21><U+0E2B><U+0E32><U+0E19><U+0E04><U+0E23>",13.7233786,100.7838827
"1896","Texas, USA",31.9685988,-99.9018131
"1897","United States",37.09024,-95.712891
"1898","São Paulo, Brasil",-23.5505199,-46.6333094
"1899","Apple Valley, MN",44.7319094,-93.21772
"1900","schenectady new york",42.8142432,-73.9395687
"1901","Houston, TX",29.7604267,-95.3698028
"1902","Dripping Springs, Texas",30.1902067,-98.0866781
"1903","Texas",31.9685988,-99.9018131
"1904","Dallas, TX",32.7766642,-96.7969879
"1905","Miami, FL",25.7616798,-80.1917902
"1906","Austin, TX",30.267153,-97.7430608
"1907","Milwaukee #MKE",43.0389025,-87.9064736
"1908","brazil",-14.235004,-51.92528
"1909","U.S.A",37.09024,-95.712891
"1910","Brasil",-14.235004,-51.92528
"1911","Lima, Peru",-12.2720956,-76.2710833
"1912","Detroit vs Everybody",42.334167,-83.0432783
"1913","Florida",27.6648274,-81.5157535
"1914","Edge Hill, Cairns",-16.9007276,145.738391
"1915","South Carolina, USA ",33.836081,-81.1637245
"1916","Ohio, USA",40.4172871,-82.907123
"1917","Ouro Preto, MG",-20.3804396,-43.5124041
"1918","Atlanta, GA",33.7489954,-84.3879824
"1919","Manhattan, NY",40.7830603,-73.9712488
"1920","rip charly",53.4292109,-2.9671664
"1921","Southeastern USA",40.0707887,-75.4268251
"1922","<U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>",61.52401,105.318756
"1923","Mansfield",32.5631924,-97.1416768
"1924","Central Oregon",42.1857745,-122.695808
"1925","Midland, TX",31.9973456,-102.0779146
"1926","Chicago, IL",41.8781136,-87.6297982
"1927","Venus",32.4334742,-97.1025077
"1928","New York",40.7127837,-74.0059413
"1929","Australia",-25.274398,133.775136
"1930","Houston, TX (splashtown)",30.0700573,-95.4325287
"1931","United States",37.09024,-95.712891
"1932","Pueblo, Colorado USA",38.2544472,-104.6091409
"1933","Bellevue WA",47.6101497,-122.2015159
"1934","Fortaleza - Brasil",-3.7318616,-38.5266704
"1935","Boston, MA",42.3600825,-71.0588801
"1936","Boston, MA",42.3600825,-71.0588801
"1937","4700 Feet",40.5209256,-105.1712045
"1938","Baton Rouge ",30.4582829,-91.1403196
"1939","Brooklyn, NY ",40.6781784,-73.9441579
"1940","Pineville ",35.0832014,-80.8922957
"1941","White Bear Lake, MN, USA",45.0853814,-93.0081479
"1942","Buckeye Nation",31.3517886,-92.1946014
"1943","North Carolina, USA",35.7595731,-79.0192997
"1944","Mumbai,India",19.0759837,72.8776559
"1945","District Madou, Tainan, Taiwan",23.1763401,120.2397336
"1946","Houston, TX",29.7604267,-95.3698028
"1947","Chicago",41.8781136,-87.6297982
"1948","Albany,NY",42.6525793,-73.7562317
"1949","New Jersey",40.0583238,-74.4056612
"1950","Dublin, Ireland",53.3498053,-6.2603097
"1951","Norman, OK",35.2225668,-97.4394777
"1952","Barnwell, SC",33.2448733,-81.3587177
"1953","Grenada, MS",33.7690049,-89.8084192
"1954","Texas, USA",31.9685988,-99.9018131
"1955","Dayton, Ohio",39.7589478,-84.1916069
"1956","Minneapolis, mn ",44.977753,-93.2650108
"1957","Natal",-28.5305539,30.8958242
"1958","NYC",40.7127837,-74.0059413
"1959","New Jersey",40.0583238,-74.4056612
"1960","Kansas City, MO",39.0997265,-94.5785667
"1961","Mexico ",23.634501,-102.552784
"1962","Up 1D",39.178547,-120.862123
"1963","Twitter.com",37.7767964,-122.4166041
"1964","Dallas, TX",32.7766642,-96.7969879
"1965","Chicago, IL",41.8781136,-87.6297982
"1966","the atl",33.7489954,-84.3879824
"1967","Brasil",-14.235004,-51.92528
"1968","United States",37.09024,-95.712891
"1969","Traveling The World",38.5777672,-90.2731783
"1970","Boston, MA",42.3600825,-71.0588801
"1971","wi /// lex",44.5766804,-88.0627493
"1972","Allianz Parque",-23.5275868,-46.6784688
"1973","futbol club barcelona ",41.3802722,2.1207638
"1974","Brasil",-14.235004,-51.92528
"1975","Morgantown",39.629526,-79.9558968
"1976","midwest",43.4113604,-106.2800242
"1977","San Antonio, TX",29.4241219,-98.4936282
"1978","PUC | PHG",38.5698777,-122.4394834
"1979","Division No. 13, Saskatchewan",51.972331,-109.2704383
"1980","Scotland",56.4906712,-4.2026458
"1981","Northern Virginia",37.2232316,-81.4498717
"1982","Brant, Ontario",43.152667,-80.171591
"1983","United States",37.09024,-95.712891
"1984","United States",37.09024,-95.712891
"1985","N.W. Atlanta",33.7489954,-84.3879824
"1986","Philly/NJ",39.9525839,-75.1652215
"1987","Inner Sunset, San Francisco ",37.7607369,-122.4679536
"1988","Virginia Beach, VA",36.8529263,-75.977985
"1989","Fenway",42.3428653,-71.1002881
"1990","United States",37.09024,-95.712891
"1991","Chicago, IL",41.8781136,-87.6297982
"1992","United States",37.09024,-95.712891
"1993","Cebu City,Philippines",10.3156992,123.8854366
"1994","Boston, MA",42.3600825,-71.0588801
"1995","Mansfield, Ohio",40.75839,-82.5154471
"1996","Bucyrus, Ohio",40.8083909,-82.9754649
"1997","Marion, Ohio",40.5886699,-83.1285242
"1998","Zanesville, Ohio",39.9403453,-82.0131924
"1999","Chillicothe, Ohio",39.3331197,-82.9824019
"2000","Sandusky County, Ohio",41.3559092,-83.1220074
"2001","Lancaster, Ohio",39.7136754,-82.5993294
"2002","Ottawa County, Ohio",41.6268435,-82.9931607
"2003","Newark, Ohio",40.0581205,-82.4012642
"2004","Coshocton, Ohio",40.2720151,-81.8595756
"2005","Nanaimo, British Columbia",49.1658836,-123.9400647
"2006","Fort Worth, TX",32.7554883,-97.3307658
"2007","Everywhere",33.7589188,-84.3640829
"2008","Barnstable Town, MA",41.7003208,-70.3002024
"2009","Illinois",40.6331249,-89.3985283
"2010","norwalk, ct",41.117744,-73.4081575
"2011","USA",37.09024,-95.712891
"2012","St. Louis, MO",38.6270025,-90.1994042
"2013","Buenos Aires, Argentina.",-34.6036844,-58.3815591
"2014","Cancún - México",21.161908,-86.8515279
"2015","Quintana Roo",19.1817393,-88.4791376
"2016","DMV",43.0405846,-87.9196785
"2017","Pittsburgh, Pa",40.4406248,-79.9958864
"2018","venezuela-zulia",9.967492,-72.5204827
"2019","Australia",-25.274398,133.775136
"2020","Massachusetts",42.4072107,-71.3824374
"2021","Lima - Perú",-12.2720956,-76.2710833
"2022","Sorocaba - SP",-23.5015338,-47.4525944
"2023","North Carolina, USA",35.7595731,-79.0192997
"2024","Brampton, ON Canada",43.7315479,-79.7624177
"2025","Clackamas, OR",45.4076205,-122.5703692
"2026","everywhere ",33.7589188,-84.3640829
"2027","Daleville, AL",31.3101719,-85.7129908
"2028","Houston, TX",29.7604267,-95.3698028
"2029","Bangkok Thailand",13.7563309,100.5017651
"2030","Florida",27.6648274,-81.5157535
"2031","MI",44.3148443,-85.6023643
"2032","Rockport, TX",28.0205733,-97.0544341
"2033","São Paulo, Brasil",-23.5505199,-46.6333094
"2034","LA",34.0522342,-118.2436849
"2035","Laranjeiras, Rio de Janeiro",-22.9332067,-43.18473
"2036","Apopka ",28.6934076,-81.5322149
"2037","Odessa, Tx",31.8456816,-102.3676431
"2038","MD",39.0457549,-76.6412712
"2039","Gulfport, MS",30.3674198,-89.0928155
"2040","Houston",29.7604267,-95.3698028
"2041","Elsipogtog NB, Canada ",46.585532,-64.985716
"2042","Pittsburgh, PA",40.4406248,-79.9958864
"2043","Manhattan, NY",40.7830603,-73.9712488
"2044","New Rochelle, NY",40.9114882,-73.7823549
"2045","New Rochelle, NY",40.9114882,-73.7823549
"2046","Santa Maria, Brasil",-29.68725,-53.8154499
"2047","East Lansing, MI",42.7369792,-84.4838654
"2048","U S A",37.09024,-95.712891
"2049","Honolulu via Cleveland",21.293025,-157.8397635
"2050","Buenos Aires, Argentina",-34.6036844,-58.3815591
"2051","new york, new york",40.7127837,-74.0059413
"2052","i am who i am",40.7245517,-73.9969495
"2053","LA | NYC | KC | Kenya | Belize",40.7136231,-74.0044432
"2054","Oklahoma City, OK",35.4675602,-97.5164276
"2055","Maricá, Rio de Janeiro",-22.9160994,-42.819192
"2056","kelapa dua ,serang banten ",-6.1023226,106.1471278
"2057","united streets of atlanta",33.8412933,-84.5238215
"2058","Western Canada ",51.037739,-114.07655
"2059","toronto",43.653226,-79.3831843
"2060","Boston, Ma",42.3600825,-71.0588801
"2061","North East, England",52.3555177,-1.1743197
"2062","Oaxaca, México ",17.0542297,-96.7132304
"2063","Mex",19.4968732,-99.7232673
"2064","México",23.634501,-102.552784
"2065","Areiópolis, Brasil",-22.6676982,-48.6685125
"2066","Utah, USA",39.3209801,-111.0937311
"2067","Gaithersburg, MD",39.1434406,-77.2013705
"2068","Melbourne",-37.813611,144.963056
"2069","Los Angeles, CA",34.0522342,-118.2436849
"2070","Atlanta, GA",33.7489954,-84.3879824
"2071","Ohio, USA",40.4172871,-82.907123
"2072","Recife, Brasil",-8.0578381,-34.8828969
"2073","Memorial Stadium",40.820682,-96.705594
"2074","Shelby, MI",43.6086194,-86.3639633
"2075","Kent, WA",47.3809335,-122.2348431
"2076","São Paulo, Brasil",-23.5505199,-46.6333094
"2077","Rio de Janeiro, Brasil",-22.9068467,-43.1728965
"2078","Houma, LA",29.5957696,-90.7195348
"2079","Izmir, Türkiye",38.423734,27.142826
"2080","New York City",40.7127837,-74.0059413
"2081","United States",37.09024,-95.712891
"2082","San Francisco",37.7749295,-122.4194155
"2083","moulin rouge",48.8841232,2.3322519
"2084","Jennings<U+2708><U+FE0F>Lafayette,Louisiana ",30.209252,-91.995341
"2085","Dallas | Toronto | Worldwide ",43.6777176,-79.6248197
"2086","Kinston, NC",35.2626635,-77.5816353
"2087","Lima, OH",40.742551,-84.1052256
"2088","Las Vegas, NV",36.1699412,-115.1398296
"2089","Paris, France",48.856614,2.3522219
"2090","Coronado, California",32.6858853,-117.1830891
"2091","North Saint Paul, MN",45.0124657,-92.9918828
"2092","Arizona Alum",32.2364837,-110.9486611
"2093","NY ",40.7127837,-74.0059413
"2094","Columbia",34.0007104,-81.0348144
"2095","Virginia, USA",37.4315734,-78.6568942
"2096","Oklahoma City",35.4675602,-97.5164276
"2097","Natal, Brasil",-5.7792569,-35.200916
"2098","Porto Alegre/Canoas/Sapucaia",-29.8339626,-51.1396301
"2099","Atlanta, GA",33.7489954,-84.3879824
"2100","squad Recife",-8.0897762,-34.9296938
"2101","Arizona, USA",34.0489281,-111.0937311
"2102","Vancouver, BC",49.2827291,-123.1207375
"2103","Texas",31.9685988,-99.9018131
"2104","Garden City, NY",40.7267682,-73.6342954
"2105","Phoenix, Arizona",33.4483771,-112.0740373
"2106","United States",37.09024,-95.712891
"2107","bayern münchen ",48.1351253,11.5819806
"2108","Branford, CT",41.2799027,-72.8141185
"2109","Swedesboro, NJ",39.7476136,-75.3104654
"2110","Arlington, Va",38.8799697,-77.1067698
"2111","Billerica, MA",42.5584218,-71.2689461
"2112","Tucson.",32.2217429,-110.926479
"2113","Cumming, GA",34.2073196,-84.1401926
"2114","London",51.5073509,-0.1277583
"2115","Atlanta, Georgia",33.7489954,-84.3879824
"2116","Derby Gurl",38.590638,-121.481278
"2117","Brasil",-14.235004,-51.92528
"2118","little monster",38.6142741,-90.3143576
"2119","Seremban",2.725889,101.9378239
"2120","Flavortown, USA",40.4232084,-74.2090794
